dataset,source,source_file,title,category,category_label,slug,url,soc_code,major_group_code,major_group_label,minor_group_code,minor_group_label,num_jobs_2021,num_jobs_2022,num_jobs_2023,num_jobs_2024,trend_pct_2021_2024,trend_desc,employment_change_2021_2024,dominant_industry_code,dominant_industry,dominant_industry_jobs,dominant_industry_share,suppressed_cells_2021,suppressed_cells_2022,suppressed_cells_2023,suppressed_cells_2024,missing_cells_2024,median_pay_annual
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Head teachers and principals,professional-occupations,Professional occupations,head-teachers-and-principals,,2321,2,Professional occupations,232,Other Educational Professionals,31664,27540,43962,57752,82.4,Rapid growth,26088,P,Education,57752,1.0,2,1,0,1,17,69303
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Education managers,professional-occupations,Professional occupations,education-managers,,2322,2,Professional occupations,232,Other Educational Professionals,64211,66812,64175,52174,-18.7,Sharp decline,-12037,P,Education,44674,0.8563,9,7,2,3,12,42314
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Education advisers and school inspectors,professional-occupations,Professional occupations,education-advisers-and-school-inspectors,,2323,2,Professional occupations,232,Other Educational Professionals,52460,42669,39868,37899,-27.8,Sharp decline,-14561,P,Education,26366,0.6957,4,3,4,0,14,38382
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Early education and childcare services managers,professional-occupations,Professional occupations,early-education-and-childcare-services-managers,,2324,2,Professional occupations,232,Other Educational Professionals,36979,43077,37187,30658,-17.1,Sharp decline,-6321,P,Education,21579,0.7039,5,3,0,1,16,26328
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Other educational professionals n.e.c,professional-occupations,Professional occupations,other-educational-professionals-n-e-c,,2329,2,Professional occupations,232,Other Educational Professionals,39856,47951,87139,69582,74.6,Rapid growth,29726,P,Education,62921,0.9043,7,5,4,8,6,35179
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Barristers and judges,professional-occupations,Professional occupations,barristers-and-judges,,2411,2,Professional occupations,241,Legal Professionals,34960,33724,27358,36592,4.7,Broadly flat,1632,M,"Prof, scientific, technical activ.",25020,0.6838,3,1,1,1,15,52909
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Solicitors and lawyers,professional-occupations,Professional occupations,solicitors-and-lawyers,,2412,2,Professional occupations,241,Legal Professionals,196034,202521,202971,208964,6.6,Growing,12930,M,"Prof, scientific, technical activ.",136727,0.6543,5,3,6,8,3,50000
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Legal professionals n.e.c.,professional-occupations,Professional occupations,legal-professionals-n-e-c,,2419,2,Professional occupations,241,Legal Professionals,74243,82962,78281,79694,7.3,Growing,5451,M,"Prof, scientific, technical activ.",34533,0.4333,3,7,5,3,6,30933
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Chartered and certified accountants,professional-occupations,Professional occupations,chartered-and-certified-accountants,,2421,2,Professional occupations,242,Finance Professionals,212465,209622,212486,235016,10.6,Growing,22551,M,"Prof, scientific, technical activ.",102624,0.4367,2,1,3,2,1,46009
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Finance and investment analysts and advisers,professional-occupations,Professional occupations,finance-and-investment-analysts-and-advisers,,2422,2,Professional occupations,242,Finance Professionals,285406,297656,290887,291188,2.0,Broadly flat,5782,K,Financial and insurance activities,183357,0.6297,4,2,6,4,0,43533
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Taxation experts,professional-occupations,Professional occupations,taxation-experts,,2423,2,Professional occupations,242,Finance Professionals,61170,59388,51098,40872,-33.2,Sharp decline,-20298,M,"Prof, scientific, technical activ.",24599,0.6019,9,7,6,8,6,45482
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Management consultants and business analysts,professional-occupations,Professional occupations,management-consultants-and-business-analysts,,2431,2,Professional occupations,243,"Business, Research and Administrative Professionals",156295,196916,238695,249117,59.4,Rapid growth,92822,M,"Prof, scientific, technical activ.",112591,0.452,6,3,3,3,0,47569
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Marketing and commercial managers,professional-occupations,Professional occupations,marketing-and-commercial-managers,,2432,2,Professional occupations,243,"Business, Research and Administrative Professionals",112647,101488,120388,135604,20.4,Rapid growth,22957,M,"Prof, scientific, technical activ.",32041,0.2363,1,3,1,2,1,47134
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,"Actuaries, economists and statisticians",professional-occupations,Professional occupations,actuaries-economists-and-statisticians,,2433,2,Professional occupations,243,"Business, Research and Administrative Professionals",80952,78697,70840,61882,-23.6,Sharp decline,-19070,O,Public admin and defence,18946,0.3062,3,7,5,7,5,53344
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Business and related research professionals,professional-occupations,Professional occupations,business-and-related-research-professionals,,2434,2,Professional occupations,243,"Business, Research and Administrative Professionals",59970,69777,71860,63737,6.3,Growing,3767,O,Public admin and defence,19373,0.304,3,5,6,4,7,37752
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Professional/Chartered company secretaries,professional-occupations,Professional occupations,professional-chartered-company-secretaries,,2435,2,Professional occupations,243,"Business, Research and Administrative Professionals",4177,988,4808,0,-100.0,Sharp decline,-4177,,,0,,6,7,3,7,12,
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,"Business, research and administrative professionals n.e.c.",professional-occupations,Professional occupations,business-research-and-administrative-professionals-n-e-c,,2439,2,Professional occupations,243,"Business, Research and Administrative Professionals",73775,81419,94824,78145,5.9,Growing,4370,O,Public admin and defence,50599,0.6475,6,7,6,7,4,55178
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Business and financial project management professionals,professional-occupations,Professional occupations,business-and-financial-project-management-professionals,,2440,2,Professional occupations,244,Business and Financial Project Management Professionals,248681,257866,305939,267904,7.7,Growing,19223,K,Financial and insurance activities,51064,0.1906,1,1,2,2,1,54615
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Architects,professional-occupations,Professional occupations,architects,,2451,2,Professional occupations,245,"Architects, Chartered Architectural Technologists, Planning Officers, Surveyors and Construction Professionals",38485,49451,41042,57459,49.3,Rapid growth,18974,M,"Prof, scientific, technical activ.",39403,0.6858,5,3,3,3,11,46087
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,"Chartered architectural technologists, planning officers and",professional-occupations,Professional occupations,chartered-architectural-technologists-planning-officers-and,,2452,2,Professional occupations,245,"Architects, Chartered Architectural Technologists, Planning Officers, Surveyors and Construction Professionals",50501,54113,46870,51703,2.4,Broadly flat,1202,M,"Prof, scientific, technical activ.",23700,0.4584,6,10,5,4,11,33015
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Quantity surveyors,professional-occupations,Professional occupations,quantity-surveyors,,2453,2,Professional occupations,245,"Architects, Chartered Architectural Technologists, Planning Officers, Surveyors and Construction Professionals",60895,57477,61162,43921,-27.9,Sharp decline,-16974,F,Construction,23337,0.5313,6,5,3,5,10,47543
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Chartered surveyors,professional-occupations,Professional occupations,chartered-surveyors,,2454,2,Professional occupations,245,"Architects, Chartered Architectural Technologists, Planning Officers, Surveyors and Construction Professionals",72077,62502,65384,64876,-10.0,Declining,-7201,M,"Prof, scientific, technical activ.",25417,0.3918,6,7,4,8,2,42534
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Construction project managers and related professionals,professional-occupations,Professional occupations,construction-project-managers-and-related-professionals,,2455,2,Professional occupations,245,"Architects, Chartered Architectural Technologists, Planning Officers, Surveyors and Construction Professionals",104515,90855,75344,94572,-9.5,Declining,-9943,F,Construction,60966,0.6447,5,6,6,5,5,43226
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Social workers,professional-occupations,Professional occupations,social-workers,,2461,2,Professional occupations,246,Welfare Professionals,121735,129259,107182,118251,-2.9,Broadly flat,-3484,Q,Health and social work,95407,0.8068,6,5,6,5,12,40697
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Probation officers,professional-occupations,Professional occupations,probation-officers,,2462,2,Professional occupations,246,Welfare Professionals,21962,12963,15052,14375,-34.5,Sharp decline,-7587,Q,Health and social work,10012,0.6965,1,0,0,0,17,33251
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Clergy,professional-occupations,Professional occupations,clergy,,2463,2,Professional occupations,246,Welfare Professionals,69303,61156,45332,44312,-36.1,Sharp decline,-24991,S,Other service activities,33157,0.7483,3,1,0,2,13,29152
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Youth work professionals,professional-occupations,Professional occupations,youth-work-professionals,,2464,2,Professional occupations,246,Welfare Professionals,8578,10837,5926,7791,-9.2,Declining,-787,Q,Health and social work,4745,0.609,0,1,2,3,14,
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Welfare professionals n.e.c.,professional-occupations,Professional occupations,welfare-professionals-n-e-c,,2469,2,Professional occupations,246,Welfare Professionals,22704,26815,21704,22757,0.2,Broadly flat,53,Q,Health and social work,14963,0.6575,1,1,2,4,12,
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Librarians,professional-occupations,Professional occupations,librarians,,2471,2,Professional occupations,247,Librarians and Related Professionals,21451,20528,27911,17740,-17.3,Sharp decline,-3711,P,Education,9450,0.5327,4,4,5,2,14,28300
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Archivists and curators,professional-occupations,Professional occupations,archivists-and-curators,,2472,2,Professional occupations,247,Librarians and Related Professionals,14848,14662,16412,14125,-4.9,Broadly flat,-723,R,"Arts, entertainment and recreation",10931,0.7739,5,4,3,1,15,31751
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Quality control and planning engineers,professional-occupations,Professional occupations,quality-control-and-planning-engineers,,2481,2,Professional occupations,248,Quality and Regulatory Professionals,45349,42526,26766,33360,-26.4,Sharp decline,-11989,C,Manufacturing,11494,0.3445,3,4,3,5,6,40369
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Quality assurance and regulatory professionals,professional-occupations,Professional occupations,quality-assurance-and-regulatory-professionals,,2482,2,Professional occupations,248,Quality and Regulatory Professionals,111464,125509,144690,183365,64.5,Rapid growth,71901,C,Manufacturing,32418,0.1768,3,2,3,1,1,46474
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Environmental health professionals,professional-occupations,Professional occupations,environmental-health-professionals,,2483,2,Professional occupations,248,Quality and Regulatory Professionals,8496,11326,10299,13080,54.0,Rapid growth,4584,O,Public admin and defence,8129,0.6215,3,3,6,4,12,40234
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Newspaper and periodical editors,professional-occupations,Professional occupations,newspaper-and-periodical-editors,,2491,2,Professional occupations,249,Media Professionals,42584,37525,26526,18472,-56.6,Sharp decline,-24112,J,Information and communication,15201,0.8229,6,5,5,9,8,38058
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Newspaper and periodical journalists and reporters,professional-occupations,Professional occupations,newspaper-and-periodical-journalists-and-reporters,,2492,2,Professional occupations,249,Media Professionals,56912,48116,49273,45989,-19.2,Sharp decline,-10923,R,"Arts, entertainment and recreation",21901,0.4762,5,1,4,3,13,31835
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Public relations professionals,professional-occupations,Professional occupations,public-relations-professionals,,2493,2,Professional occupations,249,Media Professionals,62488,59600,69611,76604,22.6,Rapid growth,14116,M,"Prof, scientific, technical activ.",26797,0.3498,5,7,4,4,4,34408
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Advertising accounts managers and creative directors,professional-occupations,Professional occupations,advertising-accounts-managers-and-creative-directors,,2494,2,Professional occupations,249,Media Professionals,48119,60538,35808,39070,-18.8,Sharp decline,-9049,M,"Prof, scientific, technical activ.",20482,0.5242,4,4,8,5,7,42900
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Laboratory technicians,associate-professional-and-technical-occupations,Associate professional and technical occupations,laboratory-technicians,,3111,3,Associate professional and technical occupations,311,"Science, Engineering and Production Technicians",46721,51815,58324,58378,25.0,Rapid growth,11657,Q,Health and social work,17201,0.2946,4,7,4,5,7,26288
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Electrical and electronics technicians,associate-professional-and-technical-occupations,Associate professional and technical occupations,electrical-and-electronics-technicians,,3112,3,Associate professional and technical occupations,311,"Science, Engineering and Production Technicians",13567,15758,17592,18754,38.2,Rapid growth,5187,C,Manufacturing,7528,0.4014,8,5,7,6,6,38675
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Engineering technicians,associate-professional-and-technical-occupations,Associate professional and technical occupations,engineering-technicians,,3113,3,Associate professional and technical occupations,311,"Science, Engineering and Production Technicians",36379,49398,85890,72813,100.2,Rapid growth,36434,C,Manufacturing,37149,0.5102,7,3,7,6,2,42102
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Building and civil engineering technicians,associate-professional-and-technical-occupations,Associate professional and technical occupations,building-and-civil-engineering-technicians,,3114,3,Associate professional and technical occupations,311,"Science, Engineering and Production Technicians",2164,8630,15337,12425,474.2,Rapid growth,10261,F,Construction,11596,0.9333,8,7,5,12,5,31840
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Quality assurance technicians,associate-professional-and-technical-occupations,Associate professional and technical occupations,quality-assurance-technicians,,3115,3,Associate professional and technical occupations,311,"Science, Engineering and Production Technicians",27534,20180,23216,34652,25.9,Rapid growth,7118,C,Manufacturing,14773,0.4263,4,4,7,7,4,30602
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,"Planning, process and production technicians",associate-professional-and-technical-occupations,Associate professional and technical occupations,planning-process-and-production-technicians,,3116,3,Associate professional and technical occupations,311,"Science, Engineering and Production Technicians",32710,22533,19909,18388,-43.8,Sharp decline,-14322,C,Manufacturing,15670,0.8522,6,7,5,7,8,33890
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,"Science, engineering and production technicians n.e.c.",associate-professional-and-technical-occupations,Associate professional and technical occupations,science-engineering-and-production-technicians-n-e-c,,3119,3,Associate professional and technical occupations,311,"Science, Engineering and Production Technicians",38609,36725,17508,34326,-11.1,Declining,-4283,P,Education,19924,0.5804,6,3,10,9,4,33249
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,"CAD, drawing and architectural technicians",associate-professional-and-technical-occupations,Associate professional and technical occupations,cad-drawing-and-architectural-technicians,,3120,3,Associate professional and technical occupations,312,,69841,77985,49978,51440,-26.3,Sharp decline,-18401,M,"Prof, scientific, technical activ.",21830,0.4244,5,8,6,7,6,33256
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,IT operations technicians,associate-professional-and-technical-occupations,Associate professional and technical occupations,it-operations-technicians,,3131,3,Associate professional and technical occupations,313,Information Technology Technicians,110318,109878,93654,82113,-25.6,Sharp decline,-28205,J,Information and communication,22970,0.2797,4,4,4,5,2,33883
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,IT user support technicians,associate-professional-and-technical-occupations,Associate professional and technical occupations,it-user-support-technicians,,3132,3,Associate professional and technical occupations,313,Information Technology Technicians,97462,100004,141199,123733,27.0,Rapid growth,26271,J,Information and communication,32532,0.2629,3,5,3,3,2,32143
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Database administrators and web content technicians,associate-professional-and-technical-occupations,Associate professional and technical occupations,database-administrators-and-web-content-technicians,,3133,3,Associate professional and technical occupations,313,Information Technology Technicians,65526,60879,55043,63048,-3.8,Broadly flat,-2478,J,Information and communication,14484,0.2297,4,7,6,3,7,33341
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Dispensing opticians,associate-professional-and-technical-occupations,Associate professional and technical occupations,dispensing-opticians,,3211,3,Associate professional and technical occupations,321,Health Associate Professionals,10145,8744,11249,9717,-4.2,Broadly flat,-428,G,"Wholesale, retail, repair of vehicles",9717,1.0,3,0,3,2,16,26452
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Pharmaceutical technicians,associate-professional-and-technical-occupations,Associate professional and technical occupations,pharmaceutical-technicians,,3212,3,Associate professional and technical occupations,321,Health Associate Professionals,33918,28890,28396,26204,-22.7,Sharp decline,-7714,Q,Health and social work,11973,0.4569,2,3,2,1,14,25503
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Medical and dental technicians,associate-professional-and-technical-occupations,Associate professional and technical occupations,medical-and-dental-technicians,,3213,3,Associate professional and technical occupations,321,Health Associate Professionals,27890,27997,45194,43276,55.2,Rapid growth,15386,Q,Health and social work,33979,0.7852,5,4,2,4,11,26479
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Complementary health associate professionals,associate-professional-and-technical-occupations,Associate professional and technical occupations,complementary-health-associate-professionals,,3214,3,Associate professional and technical occupations,321,Health Associate Professionals,23410,26088,22219,23894,2.1,Broadly flat,484,Q,Health and social work,12394,0.5187,5,4,4,5,11,
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Health associate professionals n.e.c.,associate-professional-and-technical-occupations,Associate professional and technical occupations,health-associate-professionals-n-e-c,,3219,3,Associate professional and technical occupations,321,Health Associate Professionals,29061,29797,34387,37438,28.8,Rapid growth,8377,Q,Health and social work,34519,0.922,4,4,2,6,11,25994
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Youth and community workers,associate-professional-and-technical-occupations,Associate professional and technical occupations,youth-and-community-workers,,3221,3,Associate professional and technical occupations,322,Welfare and Housing Associate Professionals,61849,56008,81426,73629,19.0,Rapid growth,11780,Q,Health and social work,36540,0.4963,5,7,5,6,7,27401
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Child and early years officers,associate-professional-and-technical-occupations,Associate professional and technical occupations,child-and-early-years-officers,,3222,3,Associate professional and technical occupations,322,Welfare and Housing Associate Professionals,41504,42871,71600,54179,30.5,Rapid growth,12675,P,Education,33180,0.6124,7,5,6,7,9,27536
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Housing officers,associate-professional-and-technical-occupations,Associate professional and technical occupations,housing-officers,,3223,3,Associate professional and technical occupations,322,Welfare and Housing Associate Professionals,65476,72125,66997,58610,-10.5,Declining,-6866,O,Public admin and defence,18425,0.3144,4,3,4,2,11,30706
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Counsellors,associate-professional-and-technical-occupations,Associate professional and technical occupations,counsellors,,3224,3,Associate professional and technical occupations,322,Welfare and Housing Associate Professionals,34423,36329,39656,54301,57.7,Rapid growth,19878,Q,Health and social work,34277,0.6312,6,6,3,3,10,24033
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Welfare and housing associate professionals n.e.c.,associate-professional-and-technical-occupations,Associate professional and technical occupations,welfare-and-housing-associate-professionals-n-e-c,,3229,3,Associate professional and technical occupations,322,Welfare and Housing Associate Professionals,111823,126234,180498,186255,66.6,Rapid growth,74432,Q,Health and social work,106886,0.5739,5,5,6,4,6,25953
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Higher level teaching assistants,associate-professional-and-technical-occupations,Associate professional and technical occupations,higher-level-teaching-assistants,,3231,3,Associate professional and technical occupations,323,Teaching and Childcare Associate Professionals,35394,43983,67756,103103,191.3,Rapid growth,67709,P,Education,103103,1.0,3,6,5,6,12,22070
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Early education and childcare practitioners,associate-professional-and-technical-occupations,Associate professional and technical occupations,early-education-and-childcare-practitioners,,3232,3,Associate professional and technical occupations,323,Teaching and Childcare Associate Professionals,70424,67452,71142,87017,23.6,Rapid growth,16593,P,Education,54306,0.6241,1,4,4,4,12,17849
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Veterinary nurses,associate-professional-and-technical-occupations,Associate professional and technical occupations,veterinary-nurses,,3240,3,Associate professional and technical occupations,324,Veterinary nurses,22333,16088,25435,25224,12.9,Growing,2891,M,"Prof, scientific, technical activ.",25224,1.0,2,2,2,2,16,23770
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Non-commissioned officers and other ranks,associate-professional-and-technical-occupations,Associate professional and technical occupations,non-commissioned-officers-and-other-ranks,,3311,3,Associate professional and technical occupations,331,Protective Service Occupations,56596,43740,52740,32732,-42.2,Sharp decline,-23864,O,Public admin and defence,32732,1.0,7,3,4,3,15,
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Police officers (sergeant and below),associate-professional-and-technical-occupations,Associate professional and technical occupations,police-officers-sergeant-and-below,,3312,3,Associate professional and technical occupations,331,Protective Service Occupations,161578,175841,186154,187674,16.2,Rapid growth,26096,O,Public admin and defence,184516,0.9832,5,5,3,1,15,46436
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Fire service officers (watch manager and below),associate-professional-and-technical-occupations,Associate professional and technical occupations,fire-service-officers-watch-manager-and-below,,3313,3,Associate professional and technical occupations,331,Protective Service Occupations,34820,35949,35437,39452,13.3,Growing,4632,O,Public admin and defence,35721,0.9054,3,7,4,6,10,40486
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Prison service officers (below principal officer),associate-professional-and-technical-occupations,Associate professional and technical occupations,prison-service-officers-below-principal-officer,,3314,3,Associate professional and technical occupations,331,Protective Service Occupations,44700,40999,25899,45294,1.3,Broadly flat,594,O,Public admin and defence,42689,0.9425,8,4,2,6,11,36706
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Protective service associate professionals n.e.c.,associate-professional-and-technical-occupations,Associate professional and technical occupations,protective-service-associate-professionals-n-e-c,,3319,3,Associate professional and technical occupations,331,Protective Service Occupations,111567,109594,85708,93547,-16.2,Sharp decline,-18020,O,Public admin and defence,50362,0.5384,4,4,5,7,4,40648
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Artists,associate-professional-and-technical-occupations,Associate professional and technical occupations,artists,,3411,3,Associate professional and technical occupations,341,"Artistic, Literary and Media Occupations",47968,45406,44622,50322,4.9,Broadly flat,2354,R,"Arts, entertainment and recreation",26635,0.5293,2,1,5,3,9,36039
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,"Authors, writers and translators",associate-professional-and-technical-occupations,Associate professional and technical occupations,authors-writers-and-translators,,3412,3,Associate professional and technical occupations,341,"Artistic, Literary and Media Occupations",96527,113049,107588,96319,-0.2,Broadly flat,-208,M,"Prof, scientific, technical activ.",39140,0.4064,5,7,3,3,6,31979
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,"Actors, entertainers and presenters",associate-professional-and-technical-occupations,Associate professional and technical occupations,actors-entertainers-and-presenters,,3413,3,Associate professional and technical occupations,341,"Artistic, Literary and Media Occupations",42327,40317,47125,47833,13.0,Growing,5506,R,"Arts, entertainment and recreation",32826,0.6863,3,4,6,7,7,
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Dancers and choreographers,associate-professional-and-technical-occupations,Associate professional and technical occupations,dancers-and-choreographers,,3414,3,Associate professional and technical occupations,341,"Artistic, Literary and Media Occupations",9234,10050,8350,6247,-32.3,Sharp decline,-2987,P,Education,3807,0.6094,1,5,2,0,17,
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Musicians,associate-professional-and-technical-occupations,Associate professional and technical occupations,musicians,,3415,3,Associate professional and technical occupations,341,"Artistic, Literary and Media Occupations",36440,40536,42611,48718,33.7,Rapid growth,12278,R,"Arts, entertainment and recreation",39409,0.8089,4,1,4,6,10,
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,"Arts officers, producers and directors",associate-professional-and-technical-occupations,Associate professional and technical occupations,arts-officers-producers-and-directors,,3416,3,Associate professional and technical occupations,341,"Artistic, Literary and Media Occupations",122961,123424,97967,110792,-9.9,Declining,-12169,J,Information and communication,63378,0.572,4,5,5,4,7,35485
