dataset,source,source_file,title,category,category_label,slug,url,soc_code,major_group_code,major_group_label,minor_group_code,minor_group_label,num_jobs_2021,num_jobs_2022,num_jobs_2023,num_jobs_2024,trend_pct_2021_2024,trend_desc,employment_change_2021_2024,dominant_industry_code,dominant_industry,dominant_industry_jobs,dominant_industry_share,suppressed_cells_2021,suppressed_cells_2022,suppressed_cells_2023,suppressed_cells_2024,missing_cells_2024,median_pay_annual
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Information technology trainers,associate-professional-and-technical-occupations,Associate professional and technical occupations,information-technology-trainers,,3573,3,Associate professional and technical occupations,357,"HR, Training and Other Vocational Associate Guidance Professionals",11511,12783,11362,13806,19.9,Rapid growth,2295,M,"Prof, scientific, technical activ.",3560,0.2579,5,5,5,5,8,37927
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Other vocational and industrial trainers,associate-professional-and-technical-occupations,Associate professional and technical occupations,other-vocational-and-industrial-trainers,,3574,3,Associate professional and technical occupations,357,"HR, Training and Other Vocational Associate Guidance Professionals",172699,177970,150690,140458,-18.7,Sharp decline,-32241,P,Education,38278,0.2725,3,1,1,2,1,31314
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Inspectors of standards and regulations,associate-professional-and-technical-occupations,Associate professional and technical occupations,inspectors-of-standards-and-regulations,,3581,3,Associate professional and technical occupations,358,Regulatory Associate Professionals,45120,52385,41778,36104,-20.0,Sharp decline,-9016,O,Public admin and defence,17250,0.4778,4,4,8,7,4,32580
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Health and safety managers and officers,associate-professional-and-technical-occupations,Associate professional and technical occupations,health-and-safety-managers-and-officers,,3582,3,Associate professional and technical occupations,358,Regulatory Associate Professionals,71919,73908,93601,87298,21.4,Rapid growth,15379,C,Manufacturing,12469,0.1428,4,4,3,1,0,41320
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,National government administrative occupations,administrative-and-secretarial-occupations,Administrative and secretarial occupations,national-government-administrative-occupations,,4111,4,Administrative and secretarial occupations,411,Administrative Occupations: Government and Related Organisations,194758,211044,200461,210863,8.3,Growing,16105,O,Public admin and defence,175127,0.8305,7,7,6,2,6,28837
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Local government administrative occupations,administrative-and-secretarial-occupations,Administrative and secretarial occupations,local-government-administrative-occupations,,4112,4,Administrative and secretarial occupations,411,Administrative Occupations: Government and Related Organisations,125520,138453,133385,152719,21.7,Rapid growth,27199,O,Public admin and defence,99206,0.6496,6,2,5,3,6,27022
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Officers of non-governmental organisations,administrative-and-secretarial-occupations,Administrative and secretarial occupations,officers-of-non-governmental-organisations,,4113,4,Administrative and secretarial occupations,411,Administrative Occupations: Government and Related Organisations,53876,43097,71867,46979,-12.8,Declining,-6897,Q,Health and social work,17782,0.3785,4,9,4,5,5,23604
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Credit controllers,administrative-and-secretarial-occupations,Administrative and secretarial occupations,credit-controllers,,4121,4,Administrative and secretarial occupations,412,Administrative Occupations: Finance,45201,39349,31735,32026,-29.1,Sharp decline,-13175,K,Financial and insurance activities,11096,0.3465,5,5,3,7,3,27125
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,"Book-keepers, payroll managers and wages clerks",administrative-and-secretarial-occupations,Administrative and secretarial occupations,book-keepers-payroll-managers-and-wages-clerks,,4122,4,Administrative and secretarial occupations,412,Administrative Occupations: Finance,483698,477091,413867,375518,-22.4,Sharp decline,-108180,M,"Prof, scientific, technical activ.",134621,0.3585,1,1,1,1,0,25899
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Bank and post office clerks,administrative-and-secretarial-occupations,Administrative and secretarial occupations,bank-and-post-office-clerks,,4123,4,Administrative and secretarial occupations,412,Administrative Occupations: Finance,70433,77356,81506,69792,-0.9,Broadly flat,-641,K,Financial and insurance activities,52617,0.7539,4,7,3,5,10,25987
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Finance officers,administrative-and-secretarial-occupations,Administrative and secretarial occupations,finance-officers,,4124,4,Administrative and secretarial occupations,412,Administrative Occupations: Finance,49071,49500,37821,36993,-24.6,Sharp decline,-12078,O,Public admin and defence,11215,0.3032,3,4,6,2,8,26411
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Financial administrative occupations n.e.c.,administrative-and-secretarial-occupations,Administrative and secretarial occupations,financial-administrative-occupations-n-e-c,,4129,4,Administrative and secretarial occupations,412,Administrative Occupations: Finance,205802,183649,172701,180970,-12.1,Declining,-24832,K,Financial and insurance activities,38419,0.2123,1,3,1,2,1,24572
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Records clerks and assistants,administrative-and-secretarial-occupations,Administrative and secretarial occupations,records-clerks-and-assistants,,4131,4,Administrative and secretarial occupations,413,Administrative Occupations: Records,111828,112972,138853,147793,32.2,Rapid growth,35965,Q,Health and social work,48498,0.3281,1,3,3,2,1,25042
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Pensions and insurance clerks and assistants,administrative-and-secretarial-occupations,Administrative and secretarial occupations,pensions-and-insurance-clerks-and-assistants,,4132,4,Administrative and secretarial occupations,413,Administrative Occupations: Records,87503,79145,62496,53316,-39.1,Sharp decline,-34187,K,Financial and insurance activities,46744,0.8767,3,7,7,5,11,26226
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Stock control clerks and assistants,administrative-and-secretarial-occupations,Administrative and secretarial occupations,stock-control-clerks-and-assistants,,4133,4,Administrative and secretarial occupations,413,Administrative Occupations: Records,59877,71626,71735,66809,11.6,Growing,6932,G,"Wholesale, retail, repair of vehicles",23063,0.3452,5,3,5,3,6,27569
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Transport and distribution clerks and assistants,administrative-and-secretarial-occupations,Administrative and secretarial occupations,transport-and-distribution-clerks-and-assistants,,4134,4,Administrative and secretarial occupations,413,Administrative Occupations: Records,48706,42283,67970,56160,15.3,Rapid growth,7454,H,Transport and storage,23573,0.4197,5,9,6,7,4,29806
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Library clerks and assistants,administrative-and-secretarial-occupations,Administrative and secretarial occupations,library-clerks-and-assistants,,4135,4,Administrative and secretarial occupations,413,Administrative Occupations: Records,30710,28824,15092,22939,-25.3,Sharp decline,-7771,R,"Arts, entertainment and recreation",12861,0.5607,6,5,3,4,12,17323
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Human resources administrative occupations,administrative-and-secretarial-occupations,Administrative and secretarial occupations,human-resources-administrative-occupations,,4136,4,Administrative and secretarial occupations,413,Administrative Occupations: Records,57737,57842,36642,47775,-17.3,Sharp decline,-9962,N,Admin and support services,9851,0.2062,3,6,8,4,4,23868
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Office managers,administrative-and-secretarial-occupations,Administrative and secretarial occupations,office-managers,,4141,4,Administrative and secretarial occupations,414,Administrative Occupations: Office Managers and Supervisors,205979,210829,160175,144642,-29.8,Sharp decline,-61337,O,Public admin and defence,20318,0.1405,2,1,4,2,1,33964
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Office supervisors,administrative-and-secretarial-occupations,Administrative and secretarial occupations,office-supervisors,,4142,4,Administrative and secretarial occupations,414,Administrative Occupations: Office Managers and Supervisors,19958,14768,27422,48065,140.8,Rapid growth,28107,O,Public admin and defence,7488,0.1558,4,9,4,6,2,32528
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Customer service managers,administrative-and-secretarial-occupations,Administrative and secretarial occupations,customer-service-managers,,4143,4,Administrative and secretarial occupations,414,Administrative Occupations: Office Managers and Supervisors,57611,68481,96062,86694,50.5,Rapid growth,29083,G,"Wholesale, retail, repair of vehicles",15710,0.1812,2,2,1,4,1,32111
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Sales administrators,administrative-and-secretarial-occupations,Administrative and secretarial occupations,sales-administrators,,4151,4,Administrative and secretarial occupations,415,,48799,46733,97576,80925,65.8,Rapid growth,32126,G,"Wholesale, retail, repair of vehicles",29522,0.3648,6,8,3,5,3,25762
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Data entry administrators,administrative-and-secretarial-occupations,Administrative and secretarial occupations,data-entry-administrators,,4152,4,Administrative and secretarial occupations,415,,30546,29375,36784,25141,-17.7,Sharp decline,-5405,Q,Health and social work,6512,0.259,2,4,4,4,7,24003
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Other administrative occupations n.e.c.,administrative-and-secretarial-occupations,Administrative and secretarial occupations,other-administrative-occupations-n-e-c,,4159,4,Administrative and secretarial occupations,415,,508464,522788,637484,612471,20.5,Rapid growth,104007,Q,Health and social work,87183,0.1423,0,1,0,0,0,22617
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Medical secretaries,administrative-and-secretarial-occupations,Administrative and secretarial occupations,medical-secretaries,,4211,4,Administrative and secretarial occupations,421,Secretarial and Related Occupations,78901,76875,62096,64873,-17.8,Sharp decline,-14028,Q,Health and social work,53198,0.82,2,4,2,5,11,22567
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Legal secretaries,administrative-and-secretarial-occupations,Administrative and secretarial occupations,legal-secretaries,,4212,4,Administrative and secretarial occupations,421,Secretarial and Related Occupations,41415,43265,32143,34877,-15.8,Sharp decline,-6538,M,"Prof, scientific, technical activ.",25117,0.7202,7,9,3,3,13,23084
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,School secretaries,administrative-and-secretarial-occupations,Administrative and secretarial occupations,school-secretaries,,4213,4,Administrative and secretarial occupations,421,Secretarial and Related Occupations,58087,44002,39692,44119,-24.0,Sharp decline,-13968,P,Education,44119,1.0,7,3,3,4,14,21737
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Company secretaries and administrators,administrative-and-secretarial-occupations,Administrative and secretarial occupations,company-secretaries-and-administrators,,4214,4,Administrative and secretarial occupations,421,Secretarial and Related Occupations,25115,23271,22920,30877,22.9,Rapid growth,5762,F,Construction,5874,0.1902,4,4,5,3,4,
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Personal assistants and other secretaries,administrative-and-secretarial-occupations,Administrative and secretarial occupations,personal-assistants-and-other-secretaries,,4215,4,Administrative and secretarial occupations,421,Secretarial and Related Occupations,188234,175538,138484,150629,-20.0,Sharp decline,-37605,M,"Prof, scientific, technical activ.",25437,0.1689,2,2,3,1,0,24467
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Receptionists,administrative-and-secretarial-occupations,Administrative and secretarial occupations,receptionists,,4216,4,Administrative and secretarial occupations,421,Secretarial and Related Occupations,207878,208217,185066,170015,-18.2,Sharp decline,-37863,Q,Health and social work,68420,0.4024,2,1,4,3,3,16980
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Typists and related keyboard occupations,administrative-and-secretarial-occupations,Administrative and secretarial occupations,typists-and-related-keyboard-occupations,,4217,4,Administrative and secretarial occupations,421,Secretarial and Related Occupations,5363,5197,4544,2912,-45.7,Sharp decline,-2451,Q,Health and social work,1086,0.3729,5,2,4,4,12,23198
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Farmers,skilled-trades-occupations,Skilled trades occupations,farmers,,5111,5,Skilled trades occupations,511,Agricultural and Related Trades,109461,106122,110240,97966,-10.5,Declining,-11495,A,"Agriculture, forestry and fishing",96746,0.9875,7,7,2,5,11,31406
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Horticultural trades,skilled-trades-occupations,Skilled trades occupations,horticultural-trades,,5112,5,Skilled trades occupations,511,Agricultural and Related Trades,6647,4082,10853,10548,58.7,Rapid growth,3901,A,"Agriculture, forestry and fishing",7754,0.7351,3,5,5,3,14,
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Gardeners and landscape gardeners,skilled-trades-occupations,Skilled trades occupations,gardeners-and-landscape-gardeners,,5113,5,Skilled trades occupations,511,Agricultural and Related Trades,136374,157533,149354,143987,5.6,Growing,7613,N,Admin and support services,112115,0.7786,5,1,4,3,5,26208
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Groundsmen and greenkeepers,skilled-trades-occupations,Skilled trades occupations,groundsmen-and-greenkeepers,,5114,5,Skilled trades occupations,511,Agricultural and Related Trades,27687,24564,25696,31855,15.1,Rapid growth,4168,R,"Arts, entertainment and recreation",15900,0.4991,4,2,6,4,9,25343
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Agricultural and fishing trades n.e.c.,skilled-trades-occupations,Skilled trades occupations,agricultural-and-fishing-trades-n-e-c,,5119,5,Skilled trades occupations,511,Agricultural and Related Trades,33539,31473,33735,36860,9.9,Growing,3321,A,"Agriculture, forestry and fishing",15438,0.4188,5,8,4,6,7,26892
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Sheet metal workers,skilled-trades-occupations,Skilled trades occupations,sheet-metal-workers,,5211,5,Skilled trades occupations,521,"Metal Forming, Welding and Related Trades",12058,14750,9943,11289,-6.4,Declining,-769,C,Manufacturing,11289,1.0,5,1,1,3,15,31455
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,"Metal plate workers, smiths, moulders and related occupation",skilled-trades-occupations,Skilled trades occupations,metal-plate-workers-smiths-moulders-and-related-occupation,,5212,5,Skilled trades occupations,521,"Metal Forming, Welding and Related Trades",9616,10221,9056,12764,32.7,Rapid growth,3148,C,Manufacturing,8291,0.6496,3,3,2,2,13,32218
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Welding trades,skilled-trades-occupations,Skilled trades occupations,welding-trades,,5213,5,Skilled trades occupations,521,"Metal Forming, Welding and Related Trades",52513,47857,54330,43732,-16.7,Sharp decline,-8781,C,Manufacturing,33786,0.7726,2,6,4,1,13,34223
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Pipe fitters,skilled-trades-occupations,Skilled trades occupations,pipe-fitters,,5214,5,Skilled trades occupations,521,"Metal Forming, Welding and Related Trades",7413,8227,4279,2705,-63.5,Sharp decline,-4708,F,Construction,1628,0.6018,4,6,1,2,15,46047
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Metal machining setters and setter-operators,skilled-trades-occupations,Skilled trades occupations,metal-machining-setters-and-setter-operators,,5221,5,Skilled trades occupations,522,"Metal Machining, Fitting and Instrument Making Trades",24241,24469,30930,39571,63.2,Rapid growth,15330,C,Manufacturing,33110,0.8367,3,3,3,3,12,34300
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,"Tool makers, tool fitters and markers-out",skilled-trades-occupations,Skilled trades occupations,tool-makers-tool-fitters-and-markers-out,,5222,5,Skilled trades occupations,522,"Metal Machining, Fitting and Instrument Making Trades",7872,5964,7771,5495,-30.2,Sharp decline,-2377,C,Manufacturing,5495,1.0,4,4,3,3,15,37326
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Metal working production and maintenance fitters,skilled-trades-occupations,Skilled trades occupations,metal-working-production-and-maintenance-fitters,,5223,5,Skilled trades occupations,522,"Metal Machining, Fitting and Instrument Making Trades",171136,157557,174515,186172,8.8,Growing,15036,C,Manufacturing,103718,0.5571,2,1,3,3,2,38345
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Precision instrument makers and repairers,skilled-trades-occupations,Skilled trades occupations,precision-instrument-makers-and-repairers,,5224,5,Skilled trades occupations,522,"Metal Machining, Fitting and Instrument Making Trades",23944,28812,19966,10078,-57.9,Sharp decline,-13866,C,Manufacturing,7014,0.696,6,3,4,7,9,31808
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Air-conditioning and refrigeration installers and repairers,skilled-trades-occupations,Skilled trades occupations,air-conditioning-and-refrigeration-installers-and-repairers,,5225,5,Skilled trades occupations,522,"Metal Machining, Fitting and Instrument Making Trades",10612,15731,7906,8412,-20.7,Sharp decline,-2200,F,Construction,6135,0.7293,6,3,2,2,15,40564
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,"Vehicle technicians, mechanics and electricians",skilled-trades-occupations,Skilled trades occupations,vehicle-technicians-mechanics-and-electricians,,5231,5,Skilled trades occupations,523,Vehicle Trades,150682,142489,153445,191547,27.1,Rapid growth,40865,G,"Wholesale, retail, repair of vehicles",120589,0.6296,6,9,6,4,5,34642
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Vehicle body builders and repairers,skilled-trades-occupations,Skilled trades occupations,vehicle-body-builders-and-repairers,,5232,5,Skilled trades occupations,523,Vehicle Trades,30562,29040,26341,15153,-50.4,Sharp decline,-15409,G,"Wholesale, retail, repair of vehicles",9406,0.6207,8,6,4,6,10,32198
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Vehicle paint technicians,skilled-trades-occupations,Skilled trades occupations,vehicle-paint-technicians,,5233,5,Skilled trades occupations,523,Vehicle Trades,13055,11986,13046,9232,-29.3,Sharp decline,-3823,G,"Wholesale, retail, repair of vehicles",6878,0.745,4,5,1,3,14,33147
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Aircraft maintenance and related trades,skilled-trades-occupations,Skilled trades occupations,aircraft-maintenance-and-related-trades,,5234,5,Skilled trades occupations,523,Vehicle Trades,24048,34234,33618,29659,23.3,Rapid growth,5611,C,Manufacturing,20666,0.6968,6,5,1,3,12,44721
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Boat and ship builders and repairers,skilled-trades-occupations,Skilled trades occupations,boat-and-ship-builders-and-repairers,,5235,5,Skilled trades occupations,523,Vehicle Trades,15541,9920,9108,9797,-37.0,Sharp decline,-5744,C,Manufacturing,7724,0.7884,6,8,5,3,14,31029
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Rail and rolling stock builders and repairers,skilled-trades-occupations,Skilled trades occupations,rail-and-rolling-stock-builders-and-repairers,,5236,5,Skilled trades occupations,523,Vehicle Trades,10092,12199,12836,10420,3.3,Broadly flat,328,H,Transport and storage,6238,0.5987,3,1,0,2,15,56984
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Electricians and electrical fitters,skilled-trades-occupations,Skilled trades occupations,electricians-and-electrical-fitters,,5241,5,Skilled trades occupations,524,Electrical and Electronic Trades,239863,230867,209048,190731,-20.5,Sharp decline,-49132,F,Construction,97017,0.5087,4,3,4,5,1,38077
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Telecoms and related network installers and repairers,skilled-trades-occupations,Skilled trades occupations,telecoms-and-related-network-installers-and-repairers,,5242,5,Skilled trades occupations,524,Electrical and Electronic Trades,84494,72534,57506,50835,-39.8,Sharp decline,-33659,J,Information and communication,19305,0.3798,2,4,9,7,4,36611
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,"TV, video and audio servicers and repairers",skilled-trades-occupations,Skilled trades occupations,tv-video-and-audio-servicers-and-repairers,,5243,5,Skilled trades occupations,524,Electrical and Electronic Trades,3593,1954,3760,1545,-57.0,Sharp decline,-2048,S,Other service activities,1545,1.0,3,4,8,4,14,
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Computer system and equipment installers and servicers,skilled-trades-occupations,Skilled trades occupations,computer-system-and-equipment-installers-and-servicers,,5244,5,Skilled trades occupations,524,Electrical and Electronic Trades,51196,51459,39546,29944,-41.5,Sharp decline,-21252,J,Information and communication,12314,0.4112,6,2,6,5,5,34268
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Security system installers and repairers,skilled-trades-occupations,Skilled trades occupations,security-system-installers-and-repairers,,5245,5,Skilled trades occupations,524,Electrical and Electronic Trades,13315,20895,16655,16584,24.6,Rapid growth,3269,F,Construction,9488,0.5721,6,4,4,5,12,35284
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Electrical service and maintenance mechanics and repairers,skilled-trades-occupations,Skilled trades occupations,electrical-service-and-maintenance-mechanics-and-repairers,,5246,5,Skilled trades occupations,524,Electrical and Electronic Trades,22277,18962,27637,32058,43.9,Rapid growth,9781,C,Manufacturing,12365,0.3857,5,8,5,7,3,39147
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Electrical and electronic trades n.e.c.,skilled-trades-occupations,Skilled trades occupations,electrical-and-electronic-trades-n-e-c,,5249,5,Skilled trades occupations,524,Electrical and Electronic Trades,15908,27219,46989,21218,33.4,Rapid growth,5310,C,Manufacturing,5803,0.2735,3,5,4,5,8,44742
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,"Skilled metal, electrical and electronic trades supervisors",skilled-trades-occupations,Skilled trades occupations,skilled-metal-electrical-and-electronic-trades-supervisors,,5250,5,Skilled trades occupations,525,,48015,40455,31592,43840,-8.7,Declining,-4175,C,Manufacturing,21160,0.4827,5,8,4,5,5,41627
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Steel erectors,skilled-trades-occupations,Skilled trades occupations,steel-erectors,,5311,5,Skilled trades occupations,531,Construction and Building Trades,9027,5842,6594,7650,-15.3,Sharp decline,-1377,C,Manufacturing,4086,0.5341,1,1,0,0,17,34643
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Stonemasons and related trades,skilled-trades-occupations,Skilled trades occupations,stonemasons-and-related-trades,,5312,5,Skilled trades occupations,531,Construction and Building Trades,11774,9634,10408,9556,-18.8,Sharp decline,-2218,F,Construction,6233,0.6523,1,6,2,2,15,31972
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Bricklayers,skilled-trades-occupations,Skilled trades occupations,bricklayers,,5313,5,Skilled trades occupations,531,Construction and Building Trades,49524,47400,61299,49312,-0.4,Broadly flat,-212,F,Construction,49312,1.0,4,3,3,5,13,30453
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,"Roofers, roof tilers and slaters",skilled-trades-occupations,Skilled trades occupations,roofers-roof-tilers-and-slaters,,5314,5,Skilled trades occupations,531,Construction and Building Trades,28848,30892,43893,31931,10.7,Growing,3083,F,Construction,30986,0.9704,4,5,3,2,15,28194
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Plumbers & heating and ventilating installers and repairers,skilled-trades-occupations,Skilled trades occupations,plumbers-and-heating-and-ventilating-installers-and-repairers,,5315,5,Skilled trades occupations,531,Construction and Building Trades,152212,140732,151944,156990,3.1,Broadly flat,4778,F,Construction,113038,0.72,8,7,4,6,2,37414
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Carpenters and joiners,skilled-trades-occupations,Skilled trades occupations,carpenters-and-joiners,,5316,5,Skilled trades occupations,531,Construction and Building Trades,209897,195888,186574,178527,-14.9,Declining,-31370,F,Construction,150906,0.8453,7,3,5,9,5,32426
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,"Glaziers, window fabricators and fitters",skilled-trades-occupations,Skilled trades occupations,glaziers-window-fabricators-and-fitters,,5317,5,Skilled trades occupations,531,Construction and Building Trades,27693,32110,38421,38876,40.4,Rapid growth,11183,F,Construction,22296,0.5735,1,2,0,0,16,28222
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Construction and building trades n.e.c.,skilled-trades-occupations,Skilled trades occupations,construction-and-building-trades-n-e-c,,5319,5,Skilled trades occupations,531,Construction and Building Trades,218560,218720,208624,215060,-1.6,Broadly flat,-3500,F,Construction,170040,0.7907,3,3,2,5,1,31514
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Plasterers,skilled-trades-occupations,Skilled trades occupations,plasterers,,5321,5,Skilled trades occupations,532,Building Finishing Trades,50903,52181,36151,37610,-26.1,Sharp decline,-13293,F,Construction,37610,1.0,3,4,6,5,13,
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Floorers and wall tilers,skilled-trades-occupations,Skilled trades occupations,floorers-and-wall-tilers,,5322,5,Skilled trades occupations,532,Building Finishing Trades,36857,49264,28157,40519,9.9,Growing,3662,F,Construction,39314,0.9703,3,1,4,1,16,31977
uk-ons-aps,Office for National Statistics Annual Population Survey,employmentby4digitsoc1digitindustryatosuk20212024final.xlsx,Painters and decorators,skilled-trades-occupations,Skilled trades occupations,painters-and-decorators,,5323,5,Skilled trades occupations,532,Building Finishing Trades,85358,89444,96931,93901,10.0,Growing,8543,F,Construction,65346,0.6959,7,7,3,7,6,30874
